공항명,항공기 제조사 모델,충격 정도,비행날짜,항공사,출발지(주),비행의 단계,야생동물 크기,야생동물 종,시간대,기타 비용,수리 비용,총 비용,지시 속도(노트)
ORLANDO INTL,B-757-200,,1994-04-26,AMERICAN AIRLINES,플로리다,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1994-04-26,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,170
CHICAGO O'HARE INTL ARPT,ATR-42,,1994-04-27,AMERICAN EAGLE AIRLINES,일리노이,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,60
NEW ORLEANS INTL,B-737-200,,1994-04-28,SOUTHWEST AIRLINES,루이지애나,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,140
NEWARK LIBERTY INTL ARPT,FOKKER F100,,1994-04-29,US AIRWAYS*,뉴저지,진입,크다,캐나다 거위,낮,0,0,0,132
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-04-29,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,165
PHOENIX SKY HARBOR,B-737,,1994-04-29,SOUTHWEST AIRLINES,아리조나,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,230
GREATER PITTSBURGH,FOKKER F100,중간,1994-04-29,US AIRWAYS*,펜실베니아,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,250
SAN FRANCISCO INTL ARPT,MD-80,,1994-04-29,AMERICAN AIRLINES,켈리포니아,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,125
GEORGE BUSH INTERCONTINENTAL,EMB-120,,1994-04-29,EXPRESSJET (CONTINENTAL EXPRS),텍사스,하강,작다,알 수 없는 새 - 작음,밤,0,0,0,230
LAGUARDIA NY,FOKKER F28 MK 4000,,1994-04-30,US AIRWAYS*,뉴욕,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,180
NASHVILLE INTL,MD-83,,1994-04-30,AMERICAN AIRLINES,테네시,상승,작다,알 수 없는 새 - 작음,황혼,0,0,0,140
JOHN F KENNEDY INTL,ATR-42,,1994-05-01,AMERICAN EAGLE AIRLINES,뉴욕,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,
LAGUARDIA NY,B-757-200,,1994-05-01,AMERICAN AIRLINES,뉴욕,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,125
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,,1994-05-02,COMAIR AIRLINES,켄터키,착륙,작다,흰점찌르레기,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,1994-05-04,AMERICAN AIRLINES,텍사스,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,160
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1994-05-04,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-05-04,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,160
TETERBORO AIRPORT,BE-33,중간,1994-05-05,BUSINESS,뉴저지,진입,중간,청둥오리,밤,0,0,0,80
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-05-05,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,175
AUSTIN-BERGSTROM INTL,B-737-200,,1994-05-05,AMERICA WEST AIRLINES,텍사스,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,160
NEWARK LIBERTY INTL ARPT,MD-80,,1994-05-06,CONTINENTAL AIRLINES,뉴저지,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-727-200,,1994-05-06,AMERICAN AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,180
HOUSTON-HOBBY,B-737,,1994-05-06,SOUTHWEST AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,MD-80,,1994-05-07,AMERICAN AIRLINES,텍사스,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
KANSAS CITY INTL,B-737-300,소소한,1994-05-08,SOUTHWEST AIRLINES,미주리,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,140
EPPLEY AIRFIELD,MD-80,,1994-05-09,AMERICAN AIRLINES,네브래스카,상승,중간,알 수 없는 새 - 중간,새벽,0,0,0,150
NEWARK LIBERTY INTL ARPT,B-737-300,,1994-05-09,US AIRWAYS*,뉴저지,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,MD-80,,1994-05-09,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,130
HOUSTON-HOBBY,B-737-300,,1994-05-09,SOUTHWEST AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,250
TETERBORO AIRPORT,LEARJET-55,소소한,1994-05-10,BUSINESS,뉴저지,상승,중간,알 수 없는 새 - 중간,낮,0,14331,14331,180
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-05-10,MILITARY,루이지애나,이륙,중간,알 수 없는 새/박쥐,낮,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-05-10,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,135
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,,1994-05-11,ATLANTIC COAST AIRLINES,워싱턴 DC,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,150
SEATTLE-TACOMA INTL,MD-80,,1994-05-11,ALASKA AIRLINES,워싱턴,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,205
PORT COLUMBUS INTL,DC-9,,1994-05-11,TRANS WORLD AIRLINES,오하이오,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,MD-80,,1994-05-11,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,134
DALLAS/FORT WORTH INTL ARPT,B-757-200,,1994-05-11,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,180
SACRAMENTO INTL,B-737,,1994-05-11,SOUTHWEST AIRLINES,켈리포니아,이륙,작다,우는비둘기,밤,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-83,,1994-05-12,AMERICAN AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,황혼,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,B-727,,1994-05-12,AMERICAN AIRLINES,텍사스,하강,중간,청둥오리,황혼,0,0,0,250
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-05-12,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,160
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-05-12,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,240
PHILADELPHIA INTL,FOKKER F100,,1994-05-14,AMERICAN AIRLINES,펜실베니아,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,180
PHILADELPHIA INTL,FOKKER F100,,1994-05-15,AMERICAN AIRLINES,펜실베니아,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,180
NEWARK LIBERTY INTL ARPT,GULFSTRM II,,1994-05-15,BUSINESS,뉴저지,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
LOS ANGELES INTL,BA-31 JETSTR,,1994-05-15,TRANS STATES AIRLINES,켈리포니아,착륙,작다,비둘기,낮,0,0,0,90
LAGUARDIA NY,DC-9-30,,1994-05-15,AIR CANADA,뉴욕,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,130
NEWARK LIBERTY INTL ARPT,B-757-200,,1994-05-15,AMERICAN AIRLINES,뉴저지,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,MD-83,,1994-05-16,AMERICAN AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,170
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-05-17,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,황혼,0,0,0,180
KANSAS CITY INTL,DC-9-40,,1994-05-17,ABX AIR,미주리,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,1994-05-17,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,새벽,0,0,0,190
DALLAS/FORT WORTH INTL ARPT,MD-82,,1994-05-18,AMERICAN AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,140
SAN FRANCISCO INTL ARPT,B-737-300,,1994-05-18,US AIRWAYS*,켈리포니아,진입,작다,비둘기,낮,0,0,0,120
ATLANTIC CITY INTL,F-16,보통많은,1994-05-19,MILITARY,뉴저지,진입,중간,알 수 없는 새 - 중간,낮,0,20439,20439,180
ATLANTIC CITY INTL,F-16,,1994-05-19,MILITARY,뉴저지,상승,중간,알 수 없는 새/박쥐,낮,0,0,0,210
CHICAGO MIDWAY INTL ARPT,B-737-300,,1994-05-19,SOUTHWEST AIRLINES,일리노이,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,B-757-200,,1994-05-19,AMERICAN AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,140
NASHVILLE INTL,MD-80,,1994-05-19,AMERICAN AIRLINES,테네시,이륙,작다,알 수 없는 새 - 작음,황혼,0,0,0,125
CHARLOTTE/DOUGLAS INTL ARPT,DC-9,,1994-05-20,US AIRWAYS*,노스 캐롤라이나,진입,작다,흰점찌르레기,낮,0,0,0,135
SALT LAKE CITY INTL,B-757-200,,1994-05-21,DELTA AIR LINES,유나,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-11,,1994-05-22,AMERICAN AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,180
CHICAGO O'HARE INTL ARPT,B-737-300,,1994-05-22,UNITED AIRLINES,일리노이,이륙,중간,청둥오리,낮,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-05-23,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,131
SAN FRANCISCO INTL ARPT,MD-80,,1994-05-23,AMERICAN AIRLINES,켈리포니아,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,260
ORLANDO INTL,BA-31 JETSTR,,1994-05-24,ATLANTIC COAST AIRLINES,플로리다,상승,크다,튀르키예 독수리,낮,0,0,0,170
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-05-25,MILITARY,루이지애나,상승,중간,알 수 없는 새/박쥐,낮,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-767,,1994-05-25,AMERICAN AIRLINES,텍사스,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
AUSTIN-BERGSTROM INTL,B-737-500,,1994-05-25,SOUTHWEST AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,140
SEATTLE-TACOMA INTL,B-767-200,,1994-05-26,TRANS WORLD AIRLINES,워싱턴,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,131
WASHINGTON DULLES INTL ARPT,B-737,,1994-05-27,UNITED AIRLINES,워싱턴 DC,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-10,,1994-05-28,TRANS WORLD AIRLINES,노스 캐롤라이나,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,145
CHICAGO O'HARE INTL ARPT,B-727-200,,1994-05-28,AMERICAN AIRLINES,일리노이,이륙,중간,청둥오리,낮,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,B-727-200,,1994-05-28,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
MINETA SAN JOSE INTL,MD-80,,1994-05-28,AMERICAN AIRLINES,켈리포니아,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,165
METRO OAKLAND INTL,B-737-300,,1994-05-30,SOUTHWEST AIRLINES,켈리포니아,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,140
PHOENIX SKY HARBOR,B-737-300,,1994-05-31,SOUTHWEST AIRLINES,아리조나,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
GEORGE BUSH INTERCONTINENTAL,B-737,,1994-06-01,CONTINENTAL AIRLINES,텍사스,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,,1994-06-01,ATLANTIC COAST AIRLINES,워싱턴 DC,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,160
LOS ANGELES INTL,B-737,,1994-06-04,BUSINESS,켈리포니아,진입,작다,미국울새,낮,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,MD-80,,1994-06-04,AMERICAN AIRLINES,텍사스,진입,작다,비둘기,낮,0,0,0,135
NASHVILLE INTL,B-737-500,,1994-06-05,SOUTHWEST AIRLINES,테네시,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
SALT LAKE CITY INTL,EMB-120,,1994-06-05,SKYWEST AIRLINES,유나,착륙,작다,원숭이올빼미,밤,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,엄청난,1994-06-07,US AIRWAYS*,노스 캐롤라이나,상승,크다,알 수 없는 새 - 큼,밤,0,0,0,160
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,,1994-06-07,ATLANTIC COAST AIRLINES,워싱턴 DC,진입,중간,알 수 없는 새 - 중간,황혼,0,0,0,
SAN ANTONIO INTL,MD-88,,1994-06-08,DELTA AIR LINES,텍사스,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,125
GEORGE BUSH INTERCONTINENTAL,MD-80,,1994-06-09,CONTINENTAL AIRLINES,텍사스,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
SALT LAKE CITY INTL,B-727,,1994-06-10,DELTA AIR LINES,유나,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,
NEW ORLEANS INTL,B-737,,1994-06-11,CONTINENTAL AIRLINES,루이지애나,이륙,작다,흰점찌르레기,황혼,0,0,0,
LIHUE ARPT,KC-135E,,1994-06-12,MILITARY,하와이,이륙,중간,알 수 없는 새/박쥐,낮,0,0,0,140
ATLANTA INTL,MD-80,,1994-06-12,AMERICAN AIRLINES,조지아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,180
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-06-13,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,140
PHILADELPHIA INTL,MD-80,,1994-06-14,AMERICAN AIRLINES,펜실베니아,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,160
HOUSTON-HOBBY,B-737-200,,1994-06-14,SOUTHWEST AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,220
PHILADELPHIA INTL,MD-80,,1994-06-15,AMERICAN AIRLINES,펜실베니아,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
LOUISVILLE INTL ARPT,B-737-400,,1994-06-15,US AIRWAYS*,켄터키,상승,작다,흰점찌르레기,새벽,0,0,0,135
NEW ORLEANS INTL,B-737-200,,1994-06-16,AMERICAN AIRLINES,루이지애나,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,155
HOUSTON-HOBBY,B-737-500,,1994-06-16,SOUTHWEST AIRLINES,텍사스,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,130
CHARLOTTE/DOUGLAS INTL ARPT,DC-9,,1994-06-17,US AIRWAYS*,노스 캐롤라이나,진입,작다,비둘기,낮,0,0,0,129
NEW ORLEANS INTL,B-737-200,,1994-06-18,US AIRWAYS*,루이지애나,진입,작다,비둘기,낮,0,0,0,130
NASHVILLE INTL,MD-80,,1994-06-19,AMERICAN AIRLINES,테네시,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,140
CHARLESTON AFB/INTL ARPT,B-737-300,,1994-06-19,US AIRWAYS*,사우스 캐롤라이나,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,100
DALLAS/FORT WORTH INTL ARPT,B-727,,1994-06-19,AMERICAN AIRLINES,텍사스,착륙,작다,우는비둘기,낮,0,0,0,100
PHILADELPHIA INTL,SHORTS 360,,1994-06-20,US AIRWAYS*,펜실베니아,착륙,작다,비둘기,낮,0,0,0,100
NASHVILLE INTL,B-727,,1994-06-21,AMERICAN AIRLINES,테네시,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,145
HOUSTON-HOBBY,B-737-200,,1994-06-21,SOUTHWEST AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,145
CHARLOTTE/DOUGLAS INTL ARPT,B-737,,1994-06-25,US AIRWAYS*,노스 캐롤라이나,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,130
LOUISVILLE INTL ARPT,B-727,,1994-06-25,UPS AIRLINES,켄터키,상승,작다,알 수 없는 새 - 작음,새벽,0,0,0,145
PHILADELPHIA INTL,B-737,,1994-06-26,UNITED AIRLINES,펜실베니아,진입,크다,캐나다 거위,밤,0,0,0,140
SALT LAKE CITY INTL,B-737,,1994-06-26,UNITED AIRLINES,유나,이륙,중간,알 수 없는 새 - 중간,새벽,0,0,0,
HOUSTON-HOBBY,B-737-200,,1994-06-27,SOUTHWEST AIRLINES,텍사스,이륙,작다,검은가슴띠초원종다리,낮,0,0,0,110
LOUISVILLE INTL ARPT,B-737,,1994-06-28,UNITED AIRLINES,켄터키,상승,작다,흰점찌르레기,낮,0,0,0,160
CLEVELAND-HOPKINS INTL ARPT,B-737,,1994-06-28,US AIRWAYS*,오하이오,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
LOUISVILLE INTL ARPT,MD-88,,1994-06-30,DELTA AIR LINES,켄터키,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
NEW ORLEANS INTL,MD-80,,1994-06-30,AMERICAN AIRLINES,루이지애나,진입,작다,흰점찌르레기,낮,0,0,0,130
WASHINGTON DULLES INTL ARPT,LEARJET-55,,1994-06-30,BUSINESS,워싱턴 DC,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,320
DALLAS/FORT WORTH INTL ARPT,B-727,,1994-07-01,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,250
CHICAGO O'HARE INTL ARPT,B-757-200,,1994-07-01,UNITED AIRLINES,일리노이,상승,작다,우는비둘기,낮,0,0,0,150
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,FOKKER F100,,1994-07-01,AMERICAN AIRLINES,켄터키,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,
NEWARK LIBERTY INTL ARPT,B-727,,1994-07-03,CONTINENTAL AIRLINES,뉴저지,진입,작다,비둘기,낮,0,0,0,150
CHICAGO O'HARE INTL ARPT,B-767,,1994-07-03,UNITED AIRLINES,일리노이,이륙,작다,흰점찌르레기,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,1994-07-04,AMERICAN AIRLINES,텍사스,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
CLEVELAND-HOPKINS INTL ARPT,MD-80,,1994-07-04,AMERICAN AIRLINES,오하이오,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,150
CHICAGO O'HARE INTL ARPT,FOKKER F100,,1994-07-04,AMERICAN AIRLINES,일리노이,이륙,작다,해변종다리,낮,0,0,0,
LOUISVILLE INTL ARPT,DC-9,,1994-07-05,US AIRWAYS*,켄터키,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
TETERBORO AIRPORT,SA226 TC,,1994-07-05,BUSINESS,뉴저지,이륙,작다,삼색제비,낮,0,0,0,
LOUISVILLE INTL ARPT,DC-8-70,,1994-07-06,UPS AIRLINES,켄터키,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,,1994-07-06,DELTA AIR LINES,켄터키,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
AUSTIN-BERGSTROM INTL,B-737-200,,1994-07-07,SOUTHWEST AIRLINES,텍사스,하강,작다,알 수 없는 새 - 작음,밤,0,0,0,300
MINETA SAN JOSE INTL,MD-80,,1994-07-08,AMERICAN AIRLINES,켈리포니아,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,110
CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,,1994-07-09,US AIRWAYS*,노스 캐롤라이나,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,175
NEW ORLEANS INTL,B-727-200,중간,1994-07-12,CONTINENTAL AIRLINES,루이지애나,상승,작다,웃는갈매기,낮,0,0,0,
CHICAGO O'HARE INTL ARPT,B-727,,1994-07-14,UNITED AIRLINES,일리노이,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,100
CLEVELAND-HOPKINS INTL ARPT,MD-80,,1994-07-14,AMERICAN AIRLINES,오하이오,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,
CHICAGO O'HARE INTL ARPT,B-727,,1994-07-15,UNITED AIRLINES,일리노이,진입,크다,캐나다 거위,낮,0,0,0,150
MINETA SAN JOSE INTL,C-310,,1994-07-15,BUSINESS,켈리포니아,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,
WASHINGTON DULLES INTL ARPT,B-757-200,,1994-07-15,UNITED AIRLINES,워싱턴 DC,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,,1994-07-15,US AIRWAYS*,노스 캐롤라이나,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,DC-9,,1994-07-15,US AIRWAYS*,노스 캐롤라이나,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,140
CHARLESTON AFB/INTL ARPT,C-17A,,1994-07-15,MILITARY,사우스 캐롤라이나,이륙,중간,알 수 없는 새/박쥐,낮,0,0,0,
EPPLEY AIRFIELD,B-737,,1994-07-15,AMERICA WEST AIRLINES,네브래스카,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,200
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,,1994-07-15,US AIRWAYS*,노스 캐롤라이나,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,150
LOUISVILLE INTL ARPT,DC-9-30,,1994-07-16,US AIRWAYS*,켄터키,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,130
CHICAGO O'HARE INTL ARPT,MD-80,,1994-07-16,AMERICAN AIRLINES,일리노이,진입,작다,알 수 없는 새 - 작음,황혼,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,A-10A,,1994-07-17,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,155
HOUSTON-HOBBY,B-737-300,,1994-07-17,SOUTHWEST AIRLINES,텍사스,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,145
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-07-18,MILITARY,루이지애나,이륙,중간,알 수 없는 새/박쥐,낮,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-07-18,MILITARY,루이지애나,이륙,중간,알 수 없는 새/박쥐,황혼,0,0,0,148
BALTIMORE WASH INTL,B-737-500,,1994-07-18,SOUTHWEST AIRLINES,메릴랜드,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,135
LAMBERT-ST LOUIS INTL,L-1011,,1994-07-18,TRANS WORLD AIRLINES,미주리,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,125
LOS ANGELES INTL,B-737-400,,1994-07-18,US AIRWAYS*,켈리포니아,진입,작다,알 수 없는 새 - 작음,황혼,0,0,0,150
CHARLESTON AFB/INTL ARPT,C-141B,,1994-07-19,MILITARY,사우스 캐롤라이나,이륙,중간,알 수 없는 새/박쥐,낮,0,0,0,114
ATLANTIC CITY INTL,SHORTS 360,,1994-07-19,ALLEGHENYAIRLINES,뉴저지,착륙,작다,제비,낮,0,0,0,80
ATLANTIC CITY INTL,BELL-212,,1994-07-19,GOVERNMENT,뉴저지,주기,작다,비둘기,낮,0,0,0,0
WILL ROGERS WORLD ARPT,B-737-300,엄청난,1994-07-20,SOUTHWEST AIRLINES,오클라호마,이륙,작다,우는비둘기,낮,0,0,0,140
EPPLEY AIRFIELD,B-737-200,,1994-07-20,UNITED AIRLINES,네브래스카,진입,작다,흰점찌르레기,낮,0,0,0,125
PHILADELPHIA INTL,SHORTS 360,,1994-07-21,ALLEGHENYAIRLINES,펜실베니아,하강,중간,알 수 없는 새 - 중간,낮,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-07-21,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,180
SALT LAKE CITY INTL,B-767,,1994-07-22,DELTA AIR LINES,유나,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
GREATER PITTSBURGH,B-737-300,,1994-07-22,US AIRWAYS*,펜실베니아,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,175
HOUSTON-HOBBY,B-737-300,,1994-07-22,SOUTHWEST AIRLINES,텍사스,착륙,작다,알 수 없는 새 - 작음,황혼,0,0,0,135
ATLANTIC CITY INTL,DC-9-30,,1994-07-23,SPIRIT AIRLINES,뉴저지,착륙,작다,킬디어,밤,0,0,0,
LOUISVILLE INTL ARPT,SAAB-340,,1994-07-24,AMERICAN EAGLE AIRLINES,켄터키,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,130
CHICAGO O'HARE INTL ARPT,B-727,,1994-07-25,AMERICAN AIRLINES,일리노이,이륙,작다,킬디어,낮,0,0,0,
PHILADELPHIA INTL,DC-9,,1994-07-26,US AIRWAYS*,펜실베니아,착륙,크다,캐나다 거위,황혼,0,0,0,140
MINNEAPOLIS-ST PAUL INTL,DC-9-30,,1994-07-26,TRANS WORLD AIRLINES,미네소타,하강,중간,알 수 없는 새 - 중간,낮,0,0,0,250
GREATER PITTSBURGH,B-737-300,,1994-07-26,US AIRWAYS*,펜실베니아,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,160
GREATER PITTSBURGH,DC-9-30,,1994-07-26,US AIRWAYS*,펜실베니아,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,90
CHARLESTON AFB/INTL ARPT,C-141B,,1994-07-27,MILITARY,사우스 캐롤라이나,이륙,중간,알 수 없는 새/박쥐,새벽,0,0,0,116
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1994-07-27,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,148
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1994-07-27,MILITARY,루이지애나,상승,중간,알 수 없는 새/박쥐,낮,0,0,0,290
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,,1994-07-27,AMERICAN AIRLINES,텍사스,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1994-07-27,MILITARY,루이지애나,진입,작다,제비,낮,0,0,0,145
LAMBERT-ST LOUIS INTL,B-727,,1994-07-27,TRANS WORLD AIRLINES,미주리,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,144
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,1994-07-28,AMERICAN EAGLE AIRLINES,텍사스,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,
